Sample,SNPs,Total Sequences,Sequence length,%GC,avg_sequence_length,raw_total_sequences,reads_mapped,reads_unmapped,reads_paired,average_quality,reads_mapped_percent,reads_unmapped_percent,library_type,Mean depth,Collection,Collection.1,country of isolation,continent of isolation,United Nations Geographic Region,main_lineage,sub_lineage,DR_type,num_dr_variants,Curated lineage (SITVIT2),Spoligo Binary
DRR188516,1530,2104077,30-350,65,279.2524427575607,2039486,2023029,16457,2039486,31.2,99.1930810017818,0.8069189982181785,paired_end,127.1199999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188517,1528,2277167,30-350,65,278.8084000865989,2204374,2186854,17520,2204374,31.4,99.20521653766556,0.7947834623344314,paired_end,137.6999999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188518,1514,2029974,30-350,65,273.7492056548508,1960478,1944634,15844,1960478,31.3,99.19182974764318,0.8081702523568232,paired_end,120.3499999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188519,896,2514166,30-350,66,285.173891461423,2451666,2044178,407488,2451666,31.5,83.37913892022813,16.62086107977188,paired_end,124.7599999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.4.2,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188520,1543,2456821,30-350,65,282.4413915380892,2372876,2357730,15146,2372876,31.3,99.36170284498644,0.6382971550135784,paired_end,149.6499999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188521,1501,2328205,30-350,65,280.5469080257108,2245616,2226979,18637,2245616,31.4,99.17007181993715,0.8299281800628425,paired_end,140.7099999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188522,1539,2027112,30-350,65,281.6871549277988,1953146,1939482,13664,1953146,31.4,99.30041072198392,0.6995892780160827,paired_end,123.3199999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188523,1509,2012865,30-350,65,279.4479003808005,1934010,1921282,12728,1934010,31.4,99.34188551248441,0.6581144875155764,paired_end,121.4099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188524,1530,2294472,30-350,65,283.3356414896325,2210772,2195296,15476,2210772,31.5,99.29997304109152,0.7000269589084718,paired_end,140.4699999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188525,1513,2079338,30-350,65,283.6570648927687,2007428,1993154,14274,2007428,31.4,99.28894087359545,0.7110591264045335,paired_end,127.4299999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▪▪▪
DRR188526,1497,2405452,30-350,65,277.1506677331329,2316380,2300530,15850,2316380,31.5,99.31574266743799,0.6842573325620148,paired_end,143.9299999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Other,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188527,1474,2456919,30-350,65,263.0647050228355,2314350,2291289,23061,2314350,32.8,99.00356471579495,0.9964352842050684,paired_end,139.6899999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▫▪▪▪▪
DRR188528,916,2788256,30-350,65,284.5873513766312,2699686,2682221,17465,2699686,31.4,99.35307291292395,0.6469270870760525,paired_end,171.6299999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188529,1517,2401849,30-350,65,283.4216922046307,2324066,2309275,14791,2324066,31.3,99.36357229097624,0.636427709023754,paired_end,147.3799999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188530,1503,2427243,30-350,65,282.3037998255634,2351056,2332414,18642,2351056,31.4,99.2070797122655,0.7929202877345329,paired_end,147.8299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188531,1553,2248959,30-350,65,276.3483007026806,2134176,2118840,15336,2134176,31.4,99.2814088435068,0.7185911564931852,paired_end,133.7899999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Other,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188532,1122,2537696,30-350,65,285.7349052053517,2461100,2441580,19520,2461100,32.4,99.2068587217098,0.7931412782901954,paired_end,158.9699999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,T3-OSA,▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188533,1535,1540708,30-350,65,261.2614538251245,1407998,1395961,12037,1407998,33.2,99.14509821746908,0.8549017825309411,paired_end,86.46999999999994,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188534,1551,1685454,30-350,65,257.5683560631142,1550796,1538506,12290,1550796,33.2,99.20750375935972,0.7924962406402905,paired_end,93.4499999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Other,1,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188535,1520,1628934,30-350,65,256.1590598514121,1492640,1478481,14159,1492640,33.2,99.05141226283631,0.948587737163683,paired_end,89.5799999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188536,1524,1359408,30-350,65,259.0395628096936,1260180,1249763,10417,1260180,33.2,99.17337205795998,0.8266279420400261,paired_end,76.30999999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.2,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188537,1508,1306134,30-350,65,257.2723763411717,1194942,1185135,9807,1194942,33.2,99.17929071034409,0.8207092896558996,paired_end,72.43000000000002,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188538,1581,1799257,30-350,65,261.8980590321449,1670360,1656747,13613,1670360,33.3,99.18502598242294,0.8149740175770492,paired_end,101.7299999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188539,1540,1998089,30-350,65,265.5725655864178,1853008,1837110,15898,1853008,33.1,99.14204363931509,0.8579563606848972,paired_end,114.3899999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188540,1498,1523766,30-350,65,265.9103103757401,1403294,1390882,12412,1403294,33.1,99.11550965086431,0.8844903491356766,paired_end,87.39999999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188541,1535,2255261,30-350,65,262.9371979562454,2109006,2089725,19281,2109006,33.2,99.08577784984965,0.9142221501503552,paired_end,127.9099999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188542,1504,1907693,30-350,65,262.5925460752857,1796504,1781892,14612,1796504,33.2,99.1866425012135,0.813357498786532,paired_end,108.6399999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188543,1503,2262991,30-350,65,271.1847674162204,2145224,2127225,17999,2145224,33.1,99.16097339951445,0.8390266004855438,paired_end,133.2399999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188544,923,2431473,30-350,65,273.883399897922,2325618,2310421,15197,2325618,33.0,99.34653928547165,0.6534607145283533,paired_end,145.5099999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188545,1545,2256677,30-350,65,262.9237883844254,2134072,2116679,17393,2134072,33.2,99.18498532383164,0.8150146761683766,paired_end,128.8899999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188546,1510,2514785,30-350,65,273.779064214237,2404472,2384229,20243,2404472,33.1,99.15811038764437,0.8418896123556441,paired_end,149.8999999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188547,1563,2582656,30-350,65,273.3270013505477,2457508,2436324,21184,2457508,33.0,99.13798856402502,0.8620114359749795,paired_end,153.3899999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188548,1539,1691933,30-350,65,275.4696007466017,1602010,1587647,14363,1602010,33.0,99.10343880500122,0.8965611949987828,paired_end,101.6799999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.2,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188549,1548,2094740,30-350,65,272.3389165242464,1990078,1973698,16380,1990078,33.3,99.17691668366768,0.8230833163323247,paired_end,124.4899999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188550,1508,1903491,30-350,65,278.986878319887,1821474,1809513,11961,1821474,33.2,99.3433340250808,0.6566659749192137,paired_end,116.6499999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188551,1512,2292725,30-350,65,280.1851630701458,2195728,2178315,17413,2195728,33.2,99.2069600606268,0.7930399393731827,paired_end,140.2999999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188552,908,2670694,30-350,65,280.2623056029631,2586760,2573362,13398,2586760,33.2,99.4820547712196,0.5179452287804048,paired_end,164.56,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4,Sensitive,0,Unknown,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪
DRR188553,1500,2494728,30-350,65,274.0618135524193,2355658,2335650,20008,2355658,32.9,99.15064071270108,0.8493592872989203,paired_end,148.3099999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188554,1502,2378458,30-350,65,276.5493004291015,2284440,2269527,14913,2284440,33.2,99.3471923097127,0.6528076902873352,paired_end,144.2799999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188555,1541,2291749,30-350,65,283.4994251115633,2212400,2195892,16508,2212400,33.2,99.2538419815585,0.7461580184415115,paired_end,142.4599999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188556,1537,2376456,30-350,65,282.8782043513534,2296100,2280047,16053,2296100,31.3,99.30085797656895,0.6991420234310353,paired_end,145.3499999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188557,1572,2482982,30-350,65,281.0971356216034,2395754,2382523,13231,2395754,31.4,99.4477312779192,0.5522687220808146,paired_end,151.0399999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188558,1541,2607204,30-350,65,281.3983401375573,2516566,2499183,17383,2516566,31.5,99.30925713849744,0.6907428615025395,paired_end,158.4199999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188559,1508,2534765,30-350,65,282.7448548484771,2451304,2434683,16621,2451304,31.4,99.32195272393795,0.6780472760620471,paired_end,154.6799999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188560,1122,2168649,30-350,65,284.2381787001954,2111224,2093546,17678,2111224,29.6,99.16266582797468,0.8373341720253275,paired_end,129.8199999999996,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,T3-OSA,▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188561,1036,1713842,30-350,65,285.8624750706308,1663782,1649453,14329,1663782,31.4,99.13876938204643,0.8612306179535539,paired_end,106.1499999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,,▫▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188562,1490,1755131,30-350,65,278.5334655931666,1697372,1685202,12170,1697372,31.3,99.28300926373241,0.7169907362675949,paired_end,105.7999999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188563,1557,1575806,30-350,65,282.9580405202163,1528830,1516832,11998,1528830,31.3,99.21521686518447,0.7847831348155125,paired_end,96.60999999999987,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188564,1496,1532504,30-350,65,282.7063838006296,1485254,1474088,11166,1485254,31.3,99.24820939718056,0.7517906028194504,paired_end,94.00999999999985,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188565,1069,1522937,30-350,65,286.5510260765876,1478226,1467594,10632,1478226,31.3,99.28075950497421,0.7192404950257945,paired_end,94.80999999999992,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.2.2,Sensitive,0,T3-OSA,▪▪▪▪▫▫▫▫▪▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188566,1586,1815068,30-350,65,282.8641097743997,1758422,1746039,12383,1758422,31.5,99.29578906542343,0.7042109345765692,paired_end,111.2899999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188567,1549,1918543,30-350,65,282.2978708321888,1858852,1846389,12463,1858852,31.4,99.3295324210857,0.6704675789142976,paired_end,117.2899999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188568,1506,1698834,30-350,65,278.1678009740799,1639102,1628175,10927,1639102,31.4,99.33335448312552,0.6666455168744837,paired_end,102.3099999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.2,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188569,390,3183822,30-350,65,276.1768641588632,3053658,3039899,13759,3053658,31.5,99.54942563967545,0.4505743603245681,paired_end,190.6999999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188570,1496,2555453,30-350,65,266.3826350944431,2399996,2381449,18547,2399996,31.8,99.22720704534508,0.7727929546549244,paired_end,145.8899999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188571,934,3314580,30-350,65,279.5000862854419,3190394,3169713,20681,3190394,31.5,99.35177285313351,0.6482271468664998,paired_end,200.1500000000003,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.3,Sensitive,0,LAM9,▪▪▪▫▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188572,1541,2507408,30-350,65,269.8206761723661,2380962,2363110,17852,2380962,31.6,99.25021902911513,0.7497809708848776,paired_end,145.7799999999998,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▫▪▪▪
DRR188573,1546,2236809,30-350,65,273.4843600861763,2145248,2124631,20617,2145248,31.8,99.03894561374722,0.9610543862527784,paired_end,132.5399999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage2,lineage2.2.1,Sensitive,0,Beijing,▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▫▪▪▪▪▪▪▪▪▪
DRR188574,925,2590792,30-350,65,282.4652608159976,2508834,2489763,19071,2508834,31.5,99.23984607989208,0.7601539201079066,paired_end,159.2199999999997,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.4.2,Sensitive,0,,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▫▫▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
DRR188575,409,2304569,30-350,65,277.0292787935618,2221872,2204198,17674,2221872,31.7,99.20454463623469,0.7954553637653294,paired_end,138.9099999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.9,Sensitive,0,T1,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▪▪▪▪
DRR188576,884,2474866,30-350,65,282.3159847846308,2401466,2381143,20323,2401466,31.5,99.15372526614992,0.8462747338500732,paired_end,152.1699999999999,PRJDB7494,DRP007602,Japan,Asia,East Asia,lineage4,lineage4.4.2,Sensitive,0,T2,▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▪▫▫▫▫▪▪▪▫▪▪▪
